,tokens,ner_tags
1386,"['We', 'will', 'work', 'hard', 'to', 'get', 'the', 'negotiations', 'back', 'on', 'track', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1387,"['More', 'often', 'than', 'not', ',', 'the', 'United', 'Nations', 'only', 'becomes', 'engaged', 'in', 'earnest', 'after', 'armed', 'conflict', 'has', 'broken', 'out', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1388,"['The', 'reasons', 'are', 'many', ',', 'but', 'they', 'are', 'no', 'excuse', 'for', 'the', 'loss', 'of', 'lives', ',', 'the', 'human', 'misery', 'and', 'the', 'setbacks', 'in', 'development', 'that', 'are', 'too', 'often', 'the', 'high', 'price', 'of', 'collective', 'inaction', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1389,"['Too', 'often', 'the', 'main', 'legacy', 'of', 'a', 'civil', 'war', 'is', 'another', 'civil', 'war', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1390,"['Yet', 'there', 'are', 'many', 'things', 'we', 'can', 'do', 'to', 'prevent', 'this', 'from', 'happening', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1391,"['We', 'can', 'act', 'to', 'prevent', 'economic', 'conflict', 'drivers', 'such', 'as', 'diamonds', 'and', 'other', 'natural', 'resources', ',', 'from', 'fuelling', 'and', 'prolonging', 'conflicts', ',', 'and', 'we', 'can', 'act', 'to', 'curb', 'the', 'illegal', 'trade', 'in', 'small', 'arms', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1392,"['By', 'fighting', 'poverty', 'and', 'promoting', 'peace', 'and', 'development', ',', 'we', 'are', 'making', 'the', 'soundest', 'investment', 'possible', 'in', 'Africa', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O']"
1393,"['We', 'will', 'assist', 'the', 'African', 'Union', 'and', 'the', 'New', 'Partnership', 'for', 'Africa', ""'s"", 'Development', '(', 'NEPAD', ')', 'in', 'their', 'endeavours', 'towards', 'economic', 'and', 'social', 'development', 'and', 'political', 'stability', 'in', 'Africa', '.']","['O', 'O', 'O', 'O', 'I-MISC', 'I-LOC', 'O', 'O', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', '0', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O']"
1394,"['Norway', 'will', 'continue', 'working', 'for', 'peace', 'and', 'stability', 'in', 'the', 'Horn', 'of', 'Africa', '.']","['I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'I-LOC', 'I-LOC', 'O']"
1395,"['The', 'peace', 'process', 'between', 'Ethiopia', 'and', 'Eritrea', 'is', 'entering', 'a', 'crucial', 'phase', '.']","['O', 'O', 'O', 'O', 'I-LOC', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
1396,"['We', 'urge', 'both', 'parties', 'to', 'stand', 'by', 'their', 'commitments', 'and', 'not', 'hesitate', 'now', 'that', 'they', 'stand', 'at', 'the', 'threshold', 'of', 'lasting', 'peace', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1397,"['In', 'the', 'Sudan', ',', 'important', 'progress', 'has', 'just', 'been', 'made', '.']","['O', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1398,"['We', 'urge', 'the', 'parties', 'to', 'step', 'up', 'their', 'efforts', 'and', 'reach', 'a', 'final', 'settlement', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1399,"['Over', 'the', 'last', 'few', 'years', ',', 'the', 'United', 'Nations', 'has', 'made', 'considerable', 'progress', 'in', 'peacekeeping', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1400,"['The', 'foundations', 'for', 'a', 'new', 'approach', 'have', 'been', 'laid', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1401,"['Notable', 'results', 'have', 'been', 'achieved', 'in', 'Kosovo', ',', 'Sierra', 'Leone', 'and', 'Timor-', 'Leste', ',', 'as', 'well', 'as', 'in', 'reinforcing', 'the', 'capabilities', 'of', 'the', 'Department', 'of', 'Peacekeeping', 'Operations', 'and', 'strengthening', 'the', 'United', 'Nations', 'Standby', 'Arrangement', 'System', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O', 'I-LOC', 'I-LOC', 'O', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'I-ORG', 'I-ORG', '0', 'O', 'O', 'O']"
1402,"['The', 'United', 'Nations', 'Assistance', 'Mission', 'in', 'Afghanistan', 'is', 'facing', 'a', 'particularly', 'challenging', 'task', '.']","['O', 'I-ORG', 'I-ORG', 'I-MISC', 'I-MISC', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1403,"['Two', 'years', 'on', ',', 'much', 'has', 'been', 'achieved', ',', 'but', 'the', 'situation', 'is', 'still', 'volatile', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1404,"['The', 'safe', 'and', 'secure', 'environment', 'needed', 'for', 'economic', 'growth', 'and', 'full', 'implementation', 'of', 'the', 'Bonn', 'Agreement', 'is', 'not', 'in', 'place', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']"
1405,"['Many', 'people', 'are', 'suffering', 'from', 'food', 'shortages', ',', 'and', 'are', 'in', 'need', 'of', 'assistance', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1406,"['Elections', 'are', 'due', 'next', 'year', '.']","['O', 'O', 'O', 'O', 'O', 'O']"
1407,"['Women', 'are', 'not', 'yet', 'properly', 'empowered', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
1408,"['Unless', 'we', 'can', 'assure', 'nation-wide', 'security', ',', 'the', 'nation-building', 'process', 'in', 'Afghanistan', 'will', 'be', 'at', 'risk', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O']"
1409,"['A', 'sustained', 'international', 'presence', 'will', 'be', 'necessary', 'for', 'the', 'foreseeable', 'future', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1410,"['With', 'NATO', 'in', 'command', 'of', 'the', 'International', 'Security', 'Assistance', 'Force', '(', 'ISAF', ')', ',', 'Norway', 'as', 'a', 'NATO', 'member', 'has', 'an', 'additional', 'stake', 'in', 'the', 'building', 'of', 'a', 'peaceful', 'and', 'prosperous', 'future', 'for', 'the', 'people', 'of', 'Afghanistan', '.']","['O', 'I-ORG', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'I-OR', 'O', 'O', 'I-LOC', 'O', 'O', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O']"
1411,"['We', 'have', 'decided', 'to', 'make', 'Afghanistan', 'one', 'of', 'our', 'partner', 'countries', 'in', 'development', 'cooperation', '.']","['O', 'O', 'O', 'O', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1412,"['In', 'Sri', 'Lanka', 'the', 'peace', 'process', 'has', 'reached', 'a', 'decisive', 'juncture', '.']","['O', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1413,"['We', 'are', 'hopeful', 'that', 'the', 'parties', 'will', 'soon', 'be', 'able', 'to', 'embark', 'on', 'negotiations', 'towards', 'an', 'interim', 'administration', 'for', 'the', 'North-East', 'Province', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'I-LOC', 'O']"
1414,"['It', 'is', 'vital', 'that', 'the', 'parties', 'reach', 'agreement', 'and', 'resume', 'direct', 'peace', 'negotiations', 'within', 'the', 'timeframe', 'envisaged', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1415,"['Development', 'of', 'the', 'economic', 'infrastructure', 'is', 'equally', 'important', 'for', 'all', 'in', 'Sri', 'Lanka', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'I-LOC', 'O']"
1416,"['In', 'parallel', 'with', 'dealing', 'with', 'the', 'political', 'process', ',', 'the', 'parties', 'should', 'take', 'care', 'to', 'proceed', 'with', 'the', 'important', 'task', 'of', 'reconstruction', 'and', 'development', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1417,"['Norway', 'remains', 'firmly', 'committed', 'to', 'the', 'role', 'of', 'facilitator', 'of', 'the', 'peace', 'process', 'between', 'the', 'Government', 'of', 'Sri', 'Lanka', 'and', 'the', 'LTTE', '.']","['I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'I-LOC', 'O', 'O', 'I-ORG', 'O']"
1418,"['We', 'call', 'on', 'the', 'international', 'community', 'to', 'engage', 'in', 'the', 'efforts', 'for', 'reconstruction', 'and', 'rehabilitation', 'in', 'Sri', 'Lanka', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'I-LOC', 'O']"
1419,"['In', 'Myanmar', 'the', 'Government', 'has', 'recently', 'stated', 'its', 'intention', 'to', 'invite', 'the', 'democratic', 'opposition', 'and', 'the', 'ethnic', 'minorities', 'to', 'take', 'part', 'in', 'the', 'building', 'of', 'a', 'national', 'consensus', '.']","['O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1420,"['A', 'good', 'way', 'to', 'start', 'would', 'be', 'to', 'release', 'Aung', 'San', 'Suu', 'Kyi', 'immediately', 'and', 'without', 'conditions', 'and', 'thereby', 'demonstrate', 'the', 'Government', ""'s"", 'sincere', 'intentions', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1421,"['This', 'might', 'mean', 'the', 'beginning', 'of', 'a', 'new', 'political', 'era', 'in', 'Myanmar', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O']"
1422,"['Norway', 'stands', 'ready', 'to', 'support', 'efforts', 'to', 'make', 'democratization', 'an', 'irreversible', 'process', '.']","['I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1423,"['We', 'strongly', 'support', 'the', 'role', 'of', 'the', 'United', 'Nations', 'and', 'believe', 'that', 'the', 'active', 'involvement', 'of', 'countries', 'in', 'the', 'region', 'will', 'be', 'vital', 'to', 'reaching', 'a', 'solution', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1424,"['The', 'year', '2003', 'has', 'been', 'a', 'tragic', 'one', 'for', 'Israelis', 'and', 'Palestinians', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MISC', 'O', 'I-MISC', 'O']"
1425,"['Their', 'acceptance', 'of', 'the', 'road', 'map', 'for', 'peace', 'boded', 'well', ',', 'but', 'again', 'violence', 'and', 'not', 'politics', 'is', 'determining', 'the', 'course', 'of', 'development', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1426,"['A', 'political', 'solution', 'is', 'needed', ',', 'building', 'on', 'a', 'parallel', 'process', 'where', 'Israel', 'takes', 'significant', 'steps', 'to', 'end', 'the', 'occupation', ',', 'and', 'where', 'the', 'Palestinian', 'Authority', 'takes', 'determined', 'steps', 'to', 'fight', 'terror', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1427,"['The', 'ultimate', 'goal', ',', 'in', 'which', 'we', 'will', 'not', 'lose', 'faith', ',', 'is', 'that', 'of', 'two', 'States', '—', 'Israel', 'and', 'Palestine', '—', 'living', 'side', 'by', 'side', 'in', 'peace', 'and', 'security', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1428,"['Norway', 'urges', 'Israel', 'to', 'do', 'its', 'utmost', 'to', 'ease', 'the', 'living', 'conditions', 'of', 'the', 'Palestinians', '.']","['I-LOC', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MISC', 'O']"
1429,"['In', 'our', 'capacity', 'as', 'chairman', 'of', 'the', 'Ad', 'Hoc', 'Liaison', 'Committee', 'for', 'assistance', 'to', 'the', 'Palestinian', 'people', ',', 'Norway', 'remains', 'committed', 'to', 'rebuilding', 'the', 'Palestinian', 'areas', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MISC', 'O', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'I-MISC', 'O', 'O']"
1430,"['Norway', 'also', 'believes', 'that', 'the', 'parties', 'should', 'avail', 'themselves', 'of', 'the', 'assistance', 'of', 'the', 'international', 'community', 'and', 'individual', 'countries', 'through', 'appropriate', 'monitoring', 'mechanisms', '.']","['I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1431,"['The', 'past', 'year', 'has', 'been', 'a', 'trying', 'one', 'for', 'the', 'United', 'Nations', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O']"
1432,"['Multilateralism', 'has', 'come', 'under', 'pressure', 'from', 'those', 'who', 'continue', 'to', 'question', 'the', 'primacy', 'of', 'the', 'United', 'Nations', 'and', 'therefore', 'look', 'elsewhere', 'for', 'solutions', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1433,"['The', 'answer', 'to', 'this', 'challenge', 'is', 'to', 'make', 'the', 'United', 'Nations', 'more', 'effective', 'and', 'thus', 'more', 'relevant', 'in', 'dealing', 'with', 'issues', 'at', 'the', 'top', 'of', 'the', 'international', 'agenda', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1434,"['By', 'increasing', 'the', 'relevance', 'of', 'the', 'United', 'Nations', 'we', 'can', 'increase', 'its', 'authority', 'and', 'legitimacy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1435,"['Norway', 'shares', 'the', 'Secretary-', 'General', ""'s"", 'view', 'that', 'Member', 'States', 'need', 'to', 'take', 'a', 'hard', 'look', 'at', 'today', ""'s"", 'United', 'Nations', 'institutions', 'and', 'ask', 'whether', 'they', 'are', 'adequate', 'for', 'the', 'tasks', 'we', 'have', 'before', 'us', '.']","['I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1436,"['The', 'time', 'has', 'come', 'to', 'advance', 'the', 'issue', 'of', 'reform', 'of', 'the', 'Security', 'Council', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O']"
1437,"['It', 'is', 'also', 'time', 'to', 'agree', 'on', 'a', 'more', 'relevant', 'agenda', 'for', 'the', 'General', 'Assembly', ',', 'the', 'Economic', 'and', 'Social', 'Council', 'and', 'the', 'Commission', 'on', 'Human', 'Rights', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O', 'O', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']"
1438,"['Norway', 'puts', 'emphasis', 'on', 'reforming', 'the', 'work', 'of', 'the', 'First', 'Committee', '.']","['I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1439,"['We', 'therefore', 'welcome', 'the', 'Secretary-General', ""'s"", 'decision', 'to', 'appoint', 'a', 'high-', 'level', 'panel', 'to', 'recommend', 'concrete', 'ways', 'in', 'which', 'to', 'strengthen', 'the', 'functioning', 'of', 'the', 'major', 'bodies', 'of', 'the', 'United', 'Nations', 'and', 'the', 'relationships', 'between', 'them', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
1440,"['Norway', ',', 'together', 'with', 'the', 'Nordic', 'countries', ',', 'has', 'a', 'long-', 'standing', 'commitment', 'to', 'reform', '.']","['I-LOC', 'O', 'O', 'O', 'O', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1441,"['We', 'stand', 'ready', 'to', 'assist', 'in', 'bringing', 'the', 'initiatives', 'of', 'the', 'Secretary-General', 'to', 'fruition', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1442,"['The', 'aims', 'and', 'ideals', 'of', 'the', 'United', 'Nations', 'are', 'as', 'relevant', 'as', 'ever', '—', 'to', 'maintain', 'peace', 'and', 'security', ',', 'to', 'reaffirm', 'faith', 'in', 'fundamental', 'human', 'rights', ',', 'to', 'establish', 'conditions', 'for', 'justice', 'and', 'the', 'international', 'rule', 'of', 'law', 'and', 'to', 'promote', 'economic', 'and', 'social', 'development', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1443,"['The', 'world', 'has', 'changed', 'since', '1945', ',', 'but', 'the', 'United', 'Nations', 'has', 'not', 'changed', 'with', 'it', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
1444,"['I', 'urge', 'Member', 'States', 'to', 'come', 'together', 'with', 'a', 'renewed', 'sense', 'of', 'unity', 'and', 'purpose', ',', 'so', 'that', 'we', 'can', 'change', 'our', 'Organization', 'in', 'the', 'collective', 'spirit', 'that', 'lies', 'at', 'the', 'core', 'of', 'the', 'Charter', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-MISC', 'O']"
1445,"['On', 'behalf', 'of', 'my', 'delegation', 'and', 'myself', ',', 'may', 'I', 'extend', 'to', 'Mr.', 'Jeremić', 'our', 'warmest', 'congratulations', 'on', 'his', 'election', 'as', 'President', 'of', 'the', 'General', 'Assembly', 'at', 'its', 'sixty-seventh', 'session', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']"
1446,"['His', 'extensive', 'experience', 'in', 'both', 'regional', 'and', 'international', 'affairs', 'will', 'undoubtedly', 'enrich', 'the', 'debate', 'and', 'the', 'proceedings', 'during', 'this', 'session', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1447,"['I', 'wish', 'to', 'assure', 'him', 'of', 'the', 'full', 'cooperation', 'of', 'Zimbabwe', 'as', 'he', 'discharges', 'the', 'onerous', 'duties', 'of', 'that', 'high', 'office', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1448,"['If', 'I', 'may', 'be', 'allowed', ',', 'I', 'would', 'like', 'to', 'preface', 'my', 'speech', 'with', 'a', 'reference', 'to', 'the', 'most', 'glowing', 'and', 'moving', 'speech', 'that', 'we', 'heard', 'from', 'the', 'President', 'of', 'the', 'United', 'States', 'yesterday', '(', 'see', 'A/67/PV.6', ')', ',', 'the', 'significance', 'of', 'which', 'was', 'to', 'get', 'us', 'to', 'condemn', 'the', 'tragic', 'death', 'of', 'the', 'United', 'States', 'Ambassador', 'to', 'Libya', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-LOC', 'O', 'O', 'I-LOC', 'O']"
1449,"['I', 'am', 'sure', 'that', 'we', 'were', 'all', 'moved', 'and', 'that', 'we', 'all', 'agree', 'that', 'it', 'was', ',', 'indeed', ',', 'an', 'appalling', 'event', 'that', 'we', 'all', 'condemn', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1450,"['A', 'year', 'ago', ',', 'we', 'saw', 'the', 'barbaric', 'and', 'brutal', 'death', 'of', 'the', 'Head', 'of', 'State', 'of', 'Libya', ',', 'which', 'is', 'a', 'member', 'of', 'the', 'African', 'Union', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'I-ORG', 'O']"
1451,"['His', 'death', 'occurred', 'in', 'a', 'context', 'in', 'which', 'NATO', 'was', 'operating', 'supposedly', 'in', 'order', 'to', 'protect', 'civilians', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1452,"['As', 'we', 'join', 'the', 'United', 'States', 'in', 'spirit', 'in', 'condemning', 'the', 'Ambassador', ""'s"", 'death', ',', 'will', 'the', 'United', 'States', 'also', 'join', 'us', 'in', 'condemning', 'the', 'barbaric', 'death', 'of', 'the', 'Head', 'of', 'State', 'of', 'Libya', ',', 'Al-Qadhafi', '?']","['O', 'O', 'O', 'O', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-LOC', 'O', 'I-PER', 'O']"
